Row 1: Num | ID | Work Item Type | Title | Test Step | Step Action | Step Expected | Area Path
Row 598:  |  |  |  | 9 | Double click on the file name, by default it will open with Edge. <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”InteractiveLogon_DoNotDisplayLastSignedIn“. <NL> InteractiveLogon_DoNotDisplayLastSignedIn Should be 1. <NL>  | 
Row 599:  |  |  |  | 10 | Reopen the profile and changed the settings to "Not Configured" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can't find ”InteractiveLogon_DoNotDisplayLastSignedIn“.  | 
Row 600: 24 | 8926100 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][UserAccountControl] Elevation prompt for standard users |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 601:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 602:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 603:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 604:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 605:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 606:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 607:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 608:  |  |  |  | 4 | Selected the "Local Device Security Options"--"User Account Control" |  <NL>  | 
Row 609:  |  |  |  | 5 | Set the "Elevation prompt for standard users" to "Automatically deny elevation requests" |  <NL>  | 
Row 610:  |  |  |  | 6 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 611:  |  |  |  | 6.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 612:  |  |  |  | 6.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 613:  |  |  |  | 6.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 614:  |  |  |  | 6.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 615:  |  |  |  | 7 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 616:  |  |  |  | 7.1 | Open the "Settings" App |  <NL>  | 
Row 617:  |  |  |  | 7.2 | Click "Accounts" |  <NL>  | 
Row 618:  |  |  |  | 7.3 | Click "Access work or School" |  <NL>  | 
Row 619:  |  |  |  | 7.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 620:  |  |  |  | 7.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 621:  |  |  |  | 7.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 622:  |  |  |  | 7.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 623:  |  |  |  | 8 | check the result in the MDM Diagnostic Information, search for the rows with the Area label "UserAccountControl_BehaviorOfTheElevationPromptForStandardUsers" under the "Managed policies".  <NL>  | "UserAccountControl_BehaviorOfTheElevationPromptForStandardUsers" should be set to "0" as seen in the "Config Source" column <NL>  | 
Row 624:  |  |  |  | 9 | reopen the profile, and change the settings to "Prompt for credentials on the secure desktop", save profile and sync the device, recheck the value in MDM Diagnostic | "UserAccountControl_BehaviorOfTheElevationPromptForStandardUsers" should be set to "1" as seen in the "Config Source" column <NL>  | 
Row 625:  |  |  |  | 10 | reopen the profile, and change the settings to "Prompt for credentials", save profile and sync the device, recheck the value in MDM Diagnostic <NL>  | "UserAccountControl_BehaviorOfTheElevationPromptForStandardUsers" should be set to "3" as seen in the "Config Source" column <NL>  | 
Row 626:  |  |  |  | 11 | reopen the profile, and change the settings to "Not Configured", save profile and sync the device, recheck the value in MDM Diagnostic <NL>  | "UserAccountControl_BehaviorOfTheElevationPromptForStandardUsers" should be disappear <NL>  | 
Row 627: 25 | 8926108 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][UserAccountControl] Elevation prompt for admins |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 628:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 629:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 630:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 631:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 632:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 633:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 634:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 635:  |  |  |  | 4 | Selected the "Local Device Security Options"--"User Account Control" |  <NL>  | 
Row 636:  |  |  |  | 5 | Set the "Elevation prompt for admins" to "Elevate without prompting" |  <NL>  | 
Row 637:  |  |  |  | 6 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 638:  |  |  |  | 6.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 639:  |  |  |  | 6.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 640:  |  |  |  | 6.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 641:  |  |  |  | 6.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 642:  |  |  |  | 7 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 643:  |  |  |  | 7.1 | Open the "Settings" App |  <NL>  | 
Row 644:  |  |  |  | 7.2 | Click "Accounts" |  <NL>  | 
Row 645:  |  |  |  | 7.3 | Click "Access work or School" |  <NL>  | 
Row 646:  |  |  |  | 7.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 647:  |  |  |  | 7.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 648:  |  |  |  | 7.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 649:  |  |  |  | 7.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 650:  |  |  |  | 8 | check the result in the MDM Diagnostic Information, search for the rows with the Area label "UserAccountControl_BehaviorOfTheElevationPromptForAdministrators" under the "Managed policies".  <NL>  | "UserAccountControl_BehaviorOfTheElevationPromptForAdministrators" should be set to "0" as seen in the "Config Source" column <NL>  | 
Row 651:  |  |  |  | 9 | reopen the profile, and change the settings to "Prompt for credentials on the secure desktop", save profile and sync the device, recheck the value in MDM Diagnostic | "UserAccountControl_BehaviorOfTheElevationPromptForAdministrators" should be set to "1" as seen in the "Config Source" column <NL>  | 
Row 652:  |  |  |  | 10 | reopen the profile, and change the settings to "Prompt for consent on the secure desktop", save profile and sync the device, recheck the value in MDM Diagnostic <NL>  | "UserAccountControl_BehaviorOfTheElevationPromptForAdministrators" should be set to "2" as seen in the "Config Source" column <NL>  | 
Row 653:  |  |  |  | 11 | reopen the profile, and change the settings to "Prompt for credentials", save profile and sync the device, recheck the value in MDM Diagnostic <NL>  | "UserAccountControl_BehaviorOfTheElevationPromptForAdministrators" should be set to "3" as seen in the "Config Source" column <NL>  | 
Row 654:  |  |  |  | 12 | reopen the profile, and change the settings to "Prompt for consent", save profile and sync the device, recheck the value in MDM Diagnostic <NL>  | "UserAccountControl_BehaviorOfTheElevationPromptForAdministrators" should be set to "4" as seen in the "Config Source" column <NL>  | 
Row 655:  |  |  |  | 13 | reopen the profile, and change the settings to "Prompt for consent for non-Windows binaries", save profile and sync the device, recheck the value in MDM Diagnostic <NL>  | "UserAccountControl_BehaviorOfTheElevationPromptForAdministrators" should be set to "5" as seen in the "Config Source" column <NL>  | 
Row 656:  |  |  |  | 14 | reopen the profile, and change the settings to "Not Configured", save profile and sync the device, recheck the value in MDM Diagnostic <NL>  | "UserAccountControl_BehaviorOfTheElevationPromptForAdministrators" should be disappear <NL>  | 
Row 657: 26 | 8926120 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][Interactive Logon]: Hide username at sign in |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 658:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 659:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 660:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 661:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 662:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 663:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 664:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 665:  |  |  |  | 4 | selected "Local Device Security Options" -  "Interactive Logon"  <NL> Set "Hide username at sign in" settings to "Enable" and "Next" <NL>  |  <NL>  | 
Row 666:  |  |  |  | 5 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 667:  |  |  |  | 5.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 668:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 669:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 670:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 671:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 672:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 673:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 674:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 675:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 676:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 677:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 678:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 679:  |  |  |  | 7 | In the same window that was used at step 6. above, locate the "Advanced Diagnostic Report" situated at the bottom of the page, and click on the "Create report" button.  <NL>  |  <NL>  | 
Row 680:  |  |  |  | 8 | Click the "Export" button in the popup window - this will cause the log files to be exported to the file "c:\users\Public\Documents\MDMDiagnostics\MDMDiagReport.html" <NL>  |  <NL>  | 
Row 681:  |  |  |  | 9 | Double click on the file name, by default it will open with Edge. <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”InteractiveLogon_DoNotDisplayUsernameAtSignIn“. <NL> InteractiveLogon_DoNotDisplayUsernameAtSignIn Should be 0. <NL>  | 
Row 682:  |  |  |  | 10 | Reopen the profile and changed the settings to "Not Configured" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can't find ”InteractiveLogon_DoNotDisplayUsernameAtSignIn“.  | 
Row 683: 27 | 8926146 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][UserAccountControl] UIA integrity without secure location |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 684:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 685:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 686:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 687:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 688:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 689:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 690:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 691:  |  |  |  | 4 | Selected the "Local Device Security Options"--"User Account Control" |  <NL>  | 
Row 692:  |  |  |  | 5 | Set the "UIA integrity without secure location" to "Block" |  <NL>  | 
Row 693:  |  |  |  | 6 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 694:  |  |  |  | 6.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 695:  |  |  |  | 6.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 696:  |  |  |  | 6.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 697:  |  |  |  | 6.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 698:  |  |  |  | 7 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 699:  |  |  |  | 7.1 | Open the "Settings" App |  <NL>  | 
Row 700:  |  |  |  | 7.2 | Click "Accounts" |  <NL>  | 
Row 701:  |  |  |  | 7.3 | Click "Access work or School" |  <NL>  | 
Row 702:  |  |  |  | 7.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 703:  |  |  |  | 7.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 704:  |  |  |  | 7.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 705:  |  |  |  | 7.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 706:  |  |  |  | 8 | check the result in the MDM Diagnostic Information, search for the rows with the Area label "UserAccountControl_AllowUIAccessApplicationsToPromptForElevation" under the "Managed policies".  <NL>  | "UserAccountControl_AllowUIAccessApplicationsToPromptForElevation" should be set to "0" as seen in the "Config Source" column <NL>  | 
Row 707:  |  |  |  | 9 | reopen the profile, and change the settings to "Not Configured", save profile and sync the device, recheck the value in MDM Diagnostic | "UserAccountControl_AllowUIAccessApplicationsToPromptForElevation" should be disappear <NL>  | 
Row 708:  |  |  |  | 10 |  <NL>  |  <NL>  | 
Row 709: 28 | 8926153 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][UserAccountControl] Only elevate executable files that are signed and validated |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 710:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 711:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 712:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 713:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 714:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 715:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 716:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 717:  |  |  |  | 4 | Selected the "Local Device Security Options"--"User Account Control" |  <NL>  | 
Row 718:  |  |  |  | 5 | Set the "Only elevate executable files that are signed and validated" to "Enabled" |  <NL>  | 
Row 719:  |  |  |  | 6 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 720:  |  |  |  | 6.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 721:  |  |  |  | 6.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 722:  |  |  |  | 6.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 723:  |  |  |  | 6.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 724:  |  |  |  | 7 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 725:  |  |  |  | 7.1 | Open the "Settings" App |  <NL>  | 
Row 726:  |  |  |  | 7.2 | Click "Accounts" |  <NL>  | 
Row 727:  |  |  |  | 7.3 | Click "Access work or School" |  <NL>  | 
Row 728:  |  |  |  | 7.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 729:  |  |  |  | 7.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 730:  |  |  |  | 7.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 731:  |  |  |  | 7.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 732:  |  |  |  | 8 | check the result in the MDM Diagnostic Information, search for the rows with the Area label "UserAccountControl_OnlyElevateExecutableFilesThatAreSignedAndValidated" under the "Managed policies".  <NL>  | "UserAccountControl_OnlyElevateExecutableFilesThatAreSignedAndValidated" should be set to "1" as seen in the "Config Source" column <NL>  | 
Row 733:  |  |  |  | 9 | reopen the profile, and change the settings to "Not Configured", save profile and sync the device, recheck the value in MDM Diagnostic | "UserAccountControl_OnlyElevateExecutableFilesThatAreSignedAndValidated" should be disappear <NL>  | 
Row 734: 29 | 8926167 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][Interactive Logon]: Login message title |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 735:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 736:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 737:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 738:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 739:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 740:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 741:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 742:  |  |  |  | 4 | selected "Local Device Security Options" -  "Interactive Logon"  <NL> Set "Login message title" settings to "west1" and "Next" <NL>  |  <NL>  | 
Row 743:  |  |  |  | 5 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 744:  |  |  |  | 5.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 745:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 746:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 747:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 748:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 749:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 750:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 751:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 752:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 753:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 754:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 755:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 756:  |  |  |  | 7 | In the same window that was used at step 6. above, locate the "Advanced Diagnostic Report" situated at the bottom of the page, and click on the "Create report" button.  <NL>  |  <NL>  | 
Row 757:  |  |  |  | 8 | Click the "Export" button in the popup window - this will cause the log files to be exported to the file "c:\users\Public\Documents\MDMDiagnostics\MDMDiagReport.html" <NL>  |  <NL>  | 
Row 758:  |  |  |  | 9 | Double click on the file name, by default it will open with Edge. <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”InteractiveLogon_MessageTitleForUsersAttemptingToLogOn“. <NL> InteractiveLogon_MessageTitleForUsersAttemptingToLogOn Should be west1. <NL>  | 
Row 759: 30 | 8926214 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][UserAccountControl] Route elevation prompts to user’s interactive desktop |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 760:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 761:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 762:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 763:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 764:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 765:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 766:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 767:  |  |  |  | 4 | Selected the "Local Device Security Options"--"User Account Control" |  <NL>  | 
Row 768:  |  |  |  | 5 | Set the "Route elevation prompts to user’s interactive desktop" to "Enabled" |  <NL>  | 
Row 769:  |  |  |  | 6 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 770:  |  |  |  | 6.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 771:  |  |  |  | 6.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 772:  |  |  |  | 6.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 773:  |  |  |  | 6.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 774:  |  |  |  | 7 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 775:  |  |  |  | 7.1 | Open the "Settings" App |  <NL>  | 
Row 776:  |  |  |  | 7.2 | Click "Accounts" |  <NL>  | 
Row 777:  |  |  |  | 7.3 | Click "Access work or School" |  <NL>  | 
Row 778:  |  |  |  | 7.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 779:  |  |  |  | 7.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 780:  |  |  |  | 7.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 781:  |  |  |  | 7.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 782:  |  |  |  | 8 | check the result in the MDM Diagnostic Information, search for the rows with the Area label "UserAccountControl_SwitchToTheSecureDesktopWhenPromptingForElevation" under the "Managed policies".  <NL>  | "UserAccountControl_SwitchToTheSecureDesktopWhenPromptingForElevation" should be set to "0" as seen in the "Config Source" column <NL>  | 
Row 783:  |  |  |  | 9 | reopen the profile, and change the settings to "Not Configured", save profile and sync the device, recheck the value in MDM Diagnostic | "UserAccountControl_SwitchToTheSecureDesktopWhenPromptingForElevation" should be disappear <NL>  | 
Row 784:  |  |  |  | 10 |  <NL>  |  <NL>  | 
Row 785: 31 | 8926255 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][UserAccountControl] UIA elevation prompt without secure desktop |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 786:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 787:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 788:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 789:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 790:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 791:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 792:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 793:  |  |  |  | 4 | Selected the "Local Device Security Options"--"User Account Control" |  <NL>  | 
Row 794:  |  |  |  | 5 | Set the "UIA elevation prompt without secure desktop" to "Enable" |  <NL>  | 
